species;clade;group;desert
Pseudotyphlops_philippinus;Serpentes;snake;Out
Pseudoxenodon_bambusicola;Serpentes;snake;Out
Pseudoxenodon_karlschmidti;Serpentes;snake;Out
Pseudoxenodon_macrops;Serpentes;snake;Out
Pseudoxyrhopus_analabe;Serpentes;snake;Out
Pseudoxyrhopus_heterurus;Serpentes;snake;Out
Pseudoxyrhopus_microps;Serpentes;snake;Out
Pseudoxyrhopus_quinquelineatus;Serpentes;snake;Out
Pseudoxyrhopus_tritaeniatus;Serpentes;snake;Out
Pseustes_poecilonotus;Serpentes;snake;Atacama
Psilophthalmus_paeminosus;Lacertoidea;lizard;Out
Psomophis_genimaculatus;Serpentes;snake;Out
Psomophis_joberti;Serpentes;snake;Out
Psomophis_obtusus;Serpentes;snake;Out
Psychosaura_agmosticha;Scincoidea;lizard;Out
Psychosaura_macrorhyncha;Scincoidea;lizard;Out
Ptenopus_carpi;Gekkota;lizard;Kalahari
Ptyas_dhumnades;Serpentes;snake;Out
Ptyas_korros;Serpentes;snake;Out
Ptyas_luzonensis;Serpentes;snake;Out
Ptyas_mucosa;Serpentes;snake;Persian
Ptychoglossus_brevifrontalis;Lacertoidea;lizard;Out
Ptychophis_flavovirgatus;Serpentes;snake;Out
Ptychozoon_horsfieldii;Gekkota;lizard;Out
Ptychozoon_intermedium;Gekkota;lizard;Out
Ptychozoon_kuhli;Gekkota;lizard;Out
Ptychozoon_lionotum;Gekkota;lizard;Out
Ptychozoon_rhacophorus;Gekkota;lizard;Out
Ptychozoon_trinotaterra;Gekkota;lizard;Out
Ptyctolaemus_collicristatus;Iguania;lizard;Out
Ptyctolaemus_gularis;Iguania;lizard;Out
Ptyodactylus_guttatus;Gekkota;lizard;Saharab
Ptyodactylus_hasselquistii;Gekkota;lizard;Saharab
Ptyodactylus_oudrii;Gekkota;lizard;Saharab
Ptyodactylus_puiseuxi;Gekkota;lizard;Saharab
Ptyodactylus_ragazzii;Gekkota;lizard;Saharab
Pygmaeascincus_timlowi;Scincoidea;lizard;Out
Pygomeles_braconnieri;Scincoidea;lizard;Out
Pygopus_lepidopodus;Gekkota;lizard;Out
Pygopus_nigriceps;Gekkota;lizard;Australian
Pygopus_schraderi;Gekkota;lizard;Australian
Python_anchietae;Serpentes;snake;Kalahari
Python_bivittatus;Serpentes;snake;Out
Python_brongersmai;Serpentes;snake;Out
Python_curtus;Serpentes;snake;Out
Python_molurus;Serpentes;snake;Persian
Python_regius;Serpentes;snake;Out
Python_sebae;Serpentes;snake;Out
Pythonodipsas_carinata;Serpentes;snake;Kalahari
Quedenfeldtia_moerens;Gekkota;lizard;Out
Quedenfeldtia_trachyblepharus;Gekkota;lizard;Out
Ramigekko_swartbergensis;Gekkota;lizard;Kalahari
Ramphotyphlops_acuticaudus;Serpentes;snake;Out
Ramphotyphlops_lineatus;Serpentes;snake;Out
Rankinia_diemensis;Iguania;lizard;Out
Regina_alleni;Serpentes;snake;Out
Regina_grahamii;Serpentes;snake;Out
Regina_rigida;Serpentes;snake;Out
Regina_septemvittata;Serpentes;snake;Out
Rena_dissectus;Serpentes;snake;American
Rena_dulcis;Serpentes;snake;American
Rena_humilis;Serpentes;snake;American
Rhabdophis_adleri;Serpentes;snake;Out
Rhabdophis_chrysargos;Serpentes;snake;Out
Rhabdophis_guangdongensis;Serpentes;snake;Out
Rhabdophis_himalayanus;Serpentes;snake;Out
Rhabdophis_leonardi;Serpentes;snake;Out
Rhabdophis_nigrocinctus;Serpentes;snake;Out
Rhabdophis_nuchalis;Serpentes;snake;Out
Rhabdophis_subminiatus;Serpentes;snake;Out
Rhabdophis_swinhonis;Serpentes;snake;Out
Rhabdophis_tigrinus;Serpentes;snake;Out
Rhachidelus_brazili;Serpentes;snake;Out
Rhachisaurus_brachylepis;Lacertoidea;lizard;Out
Rhacodactylus_auriculatus;Gekkota;lizard;Out
Rhacodactylus_leachianus;Gekkota;lizard;Out
Rhacodactylus_trachycephalus;Gekkota;lizard;Out
Rhacodactylus_trachyrhynchus;Gekkota;lizard;Out
Rhadinaea_flavilata;Serpentes;snake;Out
Rhadinaea_fulvivittis;Serpentes;snake;Out
Rhagerhis_moilensis;Serpentes;snake;Saharab
Rhamphiophis_oxyrhynchus;Serpentes;snake;Out
Rhamphiophis_rostratus;Serpentes;snake;Out
Rhamphiophis_rubropunctatus;Serpentes;snake;Out
Rhampholeon_acuminatus;Iguania;lizard;Out
Rhampholeon_beraduccii;Iguania;lizard;Out
Rhampholeon_boulengeri;Iguania;lizard;Out
Rhampholeon_chapmanorum;Iguania;lizard;Out
Rhampholeon_gorongosae;Iguania;lizard;Out
Rhampholeon_marshalli;Iguania;lizard;Out
Rhampholeon_moyeri;Iguania;lizard;Out
Rhampholeon_nchisiensis;Iguania;lizard;Out
Rhampholeon_platyceps;Iguania;lizard;Out
Rhampholeon_spectrum;Iguania;lizard;Out
Rhampholeon_spinosus;Iguania;lizard;Out
Rhampholeon_temporalis;Iguania;lizard;Out
Rhampholeon_uluguruensis;Iguania;lizard;Out
Rhampholeon_viridis;Iguania;lizard;Out
Rhinechis_scalaris;Serpentes;snake;Out
Rhineura_floridana;Lacertoidea;worm lizard;Out
Rhinobothryum_lentiginosum;Serpentes;snake;Out
Rhinocheilus_lecontei;Serpentes;snake;American
Rhinoleptus_koniagui;Serpentes;snake;Out
Rhinophis_blythii;Serpentes;snake;Out
Rhinophis_dorsimaculatus;Serpentes;snake;Out
Rhinophis_drummondhayi;Serpentes;snake;Out
Rhinophis_erangaviraji;Serpentes;snake;Out
Rhinophis_homolepis;Serpentes;snake;Out
Rhinophis_oxyrhynchus;Serpentes;snake;Out
Rhinophis_philippinus;Serpentes;snake;Out
Rhinophis_travancoricus;Serpentes;snake;Out
Rhinoplocephalus_bicolor;Serpentes;snake;Out
Rhinotyphlops_lalandei;Serpentes;snake;Kalahari
Rhinotyphlops_unitaeniatus;Serpentes;snake;Out
Rhoptropella_ocellata;Gekkota;lizard;Kalahari
Rhoptropus_afer;Gekkota;lizard;Kalahari
Rhoptropus_barnardi;Gekkota;lizard;Kalahari
Rhoptropus_biporosus;Gekkota;lizard;Kalahari
Rhoptropus_boultoni;Gekkota;lizard;Kalahari
Rhoptropus_bradfieldi;Gekkota;lizard;Kalahari
Rhoptropus_diporus;Gekkota;lizard;Kalahari
Rhynchoedura_ornata;Gekkota;lizard;Australian
Riama_cashcaensis;Lacertoidea;lizard;Out
Riama_colomaromani;Lacertoidea;lizard;Out
Riama_labionis;Lacertoidea;lizard;Out
Riama_meleagris;Lacertoidea;lizard;Out
Riama_orcesi;Lacertoidea;lizard;Out
Riama_simotera;Lacertoidea;lizard;Out
Riama_stigmatoral;Lacertoidea;lizard;Out
Riama_unicolor;Lacertoidea;lizard;Out
Rieppeleon_brachyurus;Iguania;lizard;Out
Rieppeleon_brevicaudatus;Iguania;lizard;Out
Rieppeleon_kerstenii;Iguania;lizard;Out
Riolama_leucosticta;Lacertoidea;lizard;Out
Ristella_rurkii;Scincoidea;lizard;Out
Rodriguesophis_iglesiasi;Serpentes;snake;Out
Saara_asmussi;Iguania;lizard;Persian
Saara_hardwickii;Iguania;lizard;Persian
Saara_loricata;Iguania;lizard;Persian
Saiphos_equalis;Scincoidea;lizard;Out
Salea_horsfieldii;Iguania;lizard;Out
Saltuarius_cornutus;Gekkota;lizard;Out
Saltuarius_kateae;Gekkota;lizard;Out
Saltuarius_moritzi;Gekkota;lizard;Out
Saltuarius_salebrosus;Gekkota;lizard;Out
Saltuarius_swaini;Gekkota;lizard;Out
Saltuarius_wyberba;Gekkota;lizard;Out
Salvadora_grahamiae;Serpentes;snake;American
Salvadora_hexalepis;Serpentes;snake;American
Salvadora_mexicana;Serpentes;snake;Out
Salvator_duseni;Lacertoidea;lizard;Out
Salvator_merianae;Lacertoidea;lizard;Out
Salvator_rufescens;Lacertoidea;lizard;Out
Sanzinia_madagascariensis;Serpentes;snake;Out
Saproscincus_basiliscus;Scincoidea;lizard;Out
Saproscincus_challengeri;Scincoidea;lizard;Out
Saproscincus_czechurai;Scincoidea;lizard;Out
Saproscincus_hannahae;Scincoidea;lizard;Out
Saproscincus_lewisi;Scincoidea;lizard;Out
Saproscincus_mustelinus;Scincoidea;lizard;Out
Saproscincus_oriarus;Scincoidea;lizard;Out
Saproscincus_rosei;Scincoidea;lizard;Out
Saproscincus_spectabilis;Scincoidea;lizard;Out
Saproscincus_tetradactylus;Scincoidea;lizard;Out
Saurodactylus_fasciatus;Gekkota;lizard;Out
Saurodactylus_mauritanicus;Gekkota;lizard;Out
Sauromalus_ater;Iguania;lizard;American
Sauromalus_hispidus;Iguania;lizard;American
Sauromalus_klauberi;Iguania;lizard;American
Sauromalus_varius;Iguania;lizard;American
Scaphiodontophis_annulatus;Serpentes;snake;Out
Scaphiophis_albopunctatus;Serpentes;snake;Out
Scelarcis_perspicillata;Lacertoidea;lizard;Out
Sceloporus_adleri;Iguania;lizard;Out
Sceloporus_aeneus;Iguania;lizard;American
Sceloporus_angustus;Iguania;lizard;American
Sceloporus_arenicolus;Iguania;lizard;American
Sceloporus_aureolus;Iguania;lizard;Out
Sceloporus_bicanthalis;Iguania;lizard;American
Sceloporus_bulleri;Iguania;lizard;Out
Sceloporus_caeruleus;Iguania;lizard;American
Sceloporus_carinatus;Iguania;lizard;Out
Sceloporus_cautus;Iguania;lizard;American
Sceloporus_chaneyi;Iguania;lizard;American
Sceloporus_chrysostictus;Iguania;lizard;Out
Sceloporus_clarkii;Iguania;lizard;American
Sceloporus_consobrinus;Iguania;lizard;American
Sceloporus_couchii;Iguania;lizard;American
Sceloporus_cowlesi;Iguania;lizard;American
Sceloporus_cozumelae;Iguania;lizard;Out
Sceloporus_cryptus;Iguania;lizard;Out
Sceloporus_cyanogenys;Iguania;lizard;American
Sceloporus_dugesii;Iguania;lizard;Out
Sceloporus_edwardtaylori;Iguania;lizard;Out
Sceloporus_formosus;Iguania;lizard;Out
Sceloporus_gadoviae;Iguania;lizard;Out
Sceloporus_goldmani;Iguania;lizard;American
Sceloporus_graciosus;Iguania;lizard;American
Sceloporus_grammicus;Iguania;lizard;American
Sceloporus_grandaevus;Iguania;lizard;American
Sceloporus_heterolepis;Iguania;lizard;Out
Sceloporus_horridus;Iguania;lizard;Out
Sceloporus_hunsakeri;Iguania;lizard;American
Sceloporus_insignis;Iguania;lizard;Out
Sceloporus_jalapae;Iguania;lizard;American
Sceloporus_jarrovii;Iguania;lizard;American
Sceloporus_licki;Iguania;lizard;American
Sceloporus_lineatulus;Iguania;lizard;American
Sceloporus_lundelli;Iguania;lizard;Out
Sceloporus_macdougalli;Iguania;lizard;Out
Sceloporus_maculosus;Iguania;lizard;American
Sceloporus_magister;Iguania;lizard;American
Sceloporus_malachiticus;Iguania;lizard;Out
Sceloporus_megalepidurus;Iguania;lizard;American
Sceloporus_melanorhinus;Iguania;lizard;Out
Sceloporus_merriami;Iguania;lizard;American
Sceloporus_minor;Iguania;lizard;American
Sceloporus_mucronatus;Iguania;lizard;American
Sceloporus_nelsoni;Iguania;lizard;Out
Sceloporus_occidentalis;Iguania;lizard;American
Sceloporus_ochoterenae;Iguania;lizard;Out
Sceloporus_olivaceus;Iguania;lizard;American
Sceloporus_orcutti;Iguania;lizard;American
Sceloporus_ornatus;Iguania;lizard;American
Sceloporus_palaciosi;Iguania;lizard;Out
Sceloporus_parvus;Iguania;lizard;American
Sceloporus_poinsettii;Iguania;lizard;American
Sceloporus_pyrocephalus;Iguania;lizard;Out
Sceloporus_samcolemani;Iguania;lizard;American
Sceloporus_scalaris;Iguania;lizard;American
Sceloporus_serrifer;Iguania;lizard;American
Sceloporus_siniferus;Iguania;lizard;Out
Sceloporus_slevini;Iguania;lizard;American
Sceloporus_smaragdinus;Iguania;lizard;Out
Sceloporus_smithi;Iguania;lizard;Out
Sceloporus_spinosus;Iguania;lizard;American
Sceloporus_squamosus;Iguania;lizard;Out
Sceloporus_stejnegeri;Iguania;lizard;Out
Sceloporus_subpictus;Iguania;lizard;Out
Sceloporus_taeniocnemis;Iguania;lizard;Out
Sceloporus_teapensis;Iguania;lizard;Out
Sceloporus_torquatus;Iguania;lizard;American
Sceloporus_tristichus;Iguania;lizard;American
Sceloporus_undulatus;Iguania;lizard;American
Sceloporus_utiformis;Iguania;lizard;Out
Sceloporus_variabilis;Iguania;lizard;American
Sceloporus_virgatus;Iguania;lizard;American
Sceloporus_woodi;Iguania;lizard;Out
Sceloporus_zosteromus;Iguania;lizard;American
Scelotes_anguineus;Scincoidea;lizard;Out
Scelotes_arenicolus;Scincoidea;lizard;Out
Scelotes_bipes;Scincoidea;lizard;Out
Scelotes_caffer;Scincoidea;lizard;Kalahari
Scelotes_gronovii;Scincoidea;lizard;Out
Scelotes_kasneri;Scincoidea;lizard;Kalahari
Scelotes_mirus;Scincoidea;lizard;Out
Scelotes_montispectus;Scincoidea;lizard;Out
Scelotes_sexlineatus;Scincoidea;lizard;Kalahari
Scincella_assatus;Scincoidea;lizard;Out
Scincella_boettgeri;Scincoidea;lizard;Out
Scincella_cherriei;Scincoidea;lizard;Out
Scincella_formosensis;Scincoidea;lizard;Out
Scincella_gemmingeri;Scincoidea;lizard;Out
Scincella_lateralis;Scincoidea;lizard;Out
Scincella_modesta;Scincoidea;lizard;Out
Scincella_potanini;Scincoidea;lizard;Out
Scincella_reevesii;Scincoidea;lizard;Out
Scincella_rufocaudatus;Scincoidea;lizard;Out
Scincella_rupicola;Scincoidea;lizard;Out
Scincella_tsinlingensis;Scincoidea;lizard;Out
Scincopus_fasciatus;Scincoidea;lizard;Saharab
Scincus_albifasciatus;Scincoidea;lizard;Saharab
Scincus_mitranus;Scincoidea;lizard;Saharab
Scincus_scincus;Scincoidea;lizard;Saharab
Scolecophis_atrocinctus;Serpentes;snake;Out
Seminatrix_pygaea;Serpentes;snake;Out
Senticolis_triaspis;Serpentes;snake;Out
Sepsina_angolensis;Scincoidea;lizard;Out
Shinisaurus_crocodilurus;Anguimorpha;lizard;Out
Siagonodon_septemstriatus;Serpentes;snake;Out
Sibon_nebulatus;Serpentes;snake;Out
Sibon_noalamina;Serpentes;snake;Out
Sibynomorphus_mikanii;Serpentes;snake;Out
Sibynomorphus_neuwiedi;Serpentes;snake;Out
Sibynomorphus_turgidus;Serpentes;snake;Out
Sibynomorphus_ventrimaculatus;Serpentes;snake;Out
Sibynophis_bistrigatus;Serpentes;snake;Out
Sibynophis_chinensis;Serpentes;snake;Out
Sibynophis_collaris;Serpentes;snake;Out
Sibynophis_subpunctatus;Serpentes;snake;Out
Sibynophis_triangularis;Serpentes;snake;Out
Sigaloseps_deplanchei;Scincoidea;lizard;Out
Sigaloseps_ruficauda;Scincoidea;lizard;Out
Silvascincus_murrayi;Scincoidea;lizard;Out
Silvascincus_tryoni;Scincoidea;lizard;Out
Simalia_amethistina;Serpentes;snake;Out
Simalia_boeleni;Serpentes;snake;Out
Simalia_clastolepis;Serpentes;snake;Out
Simalia_kinghorni;Serpentes;snake;Out
Simalia_nauta;Serpentes;snake;Out
Simalia_oenpelliensis;Serpentes;snake;Out
Simalia_tracyae;Serpentes;snake;Out
Simiscincus_aurantiacus;Scincoidea;lizard;Out
Simoselaps_anomalus;Serpentes;snake;Australian
Simoselaps_bertholdi;Serpentes;snake;Australian
Simoselaps_bimaculatus;Serpentes;snake;Australian
Simoselaps_littoralis;Serpentes;snake;Australian
Simoselaps_minimus;Serpentes;snake;Out
Sinomicrurus_japonicus;Serpentes;snake;Out
Sinomicrurus_kelloggi;Serpentes;snake;Out
Sinomicrurus_macclellandi;Serpentes;snake;Out
Sinonatrix_aequifasciata;Serpentes;snake;Out
Sinonatrix_annularis;Serpentes;snake;Out
Sinonatrix_percarinata;Serpentes;snake;Out
Sinonatrix_yunnanensis;Serpentes;snake;Out
Siphlophis_cervinus;Serpentes;snake;Out
Siphlophis_compressus;Serpentes;snake;Out
Siphlophis_longicaudatus;Serpentes;snake;Out
Siphlophis_pulcher;Serpentes;snake;Out
Sistrurus_catenatus;Serpentes;snake;Out
Sistrurus_miliarius;Serpentes;snake;Out
Sitana_ponticeriana;Iguania;lizard;Out
Smaug_breyeri;Scincoidea;lizard;Out
Smaug_giganteus;Scincoidea;lizard;Out
Smaug_mossambicus;Scincoidea;lizard;Out
Smaug_regius;Scincoidea;lizard;Out
Smaug_vandami;Scincoidea;lizard;Out
Smaug_warreni;Scincoidea;lizard;Out
Sonora_aemula;Serpentes;snake;Out
Sonora_michoacanensis;Serpentes;snake;Out
Sonora_mutabilis;Serpentes;snake;Out
Sonora_semiannulata;Serpentes;snake;American
Sordellina_punctata;Serpentes;snake;Out
Spalerosophis_diadema;Serpentes;snake;Asian_Persian_Saharab
Spalerosophis_microlepis;Serpentes;snake;Persian
Sphaerodactylus_alphus;Gekkota;lizard;Out
Sphaerodactylus_altavelensis;Gekkota;lizard;Out
Sphaerodactylus_argus;Gekkota;lizard;Out
Sphaerodactylus_armstrongi;Gekkota;lizard;Out
Sphaerodactylus_becki;Gekkota;lizard;Out
Sphaerodactylus_cinereus;Gekkota;lizard;Out
Sphaerodactylus_continentalis;Gekkota;lizard;Out
Sphaerodactylus_copei;Gekkota;lizard;Out
Sphaerodactylus_cricoderus;Gekkota;lizard;Out
Sphaerodactylus_cryphius;Gekkota;lizard;Out
Sphaerodactylus_darlingtoni;Gekkota;lizard;Out
Sphaerodactylus_dunni;Gekkota;lizard;Out
Sphaerodactylus_elegans;Gekkota;lizard;Out
Sphaerodactylus_elegantulus;Gekkota;lizard;Out
Sphaerodactylus_fantasticus;Gekkota;lizard;Out
Sphaerodactylus_gaigeae;Gekkota;lizard;Out
Sphaerodactylus_glaucus;Gekkota;lizard;Out
Sphaerodactylus_goniorhynchus;Gekkota;lizard;Out
Sphaerodactylus_guanajae;Gekkota;lizard;Out
Sphaerodactylus_intermedius;Gekkota;lizard;Out
Sphaerodactylus_kirbyi;Gekkota;lizard;Out
Sphaerodactylus_klauberi;Gekkota;lizard;Out
Sphaerodactylus_leonardovaldesi;Gekkota;lizard;Out
Sphaerodactylus_leucaster;Gekkota;lizard;Out
Sphaerodactylus_levinsi;Gekkota;lizard;Out
Sphaerodactylus_macrolepis;Gekkota;lizard;Out
Sphaerodactylus_microlepis;Gekkota;lizard;Out
Sphaerodactylus_millepunctatus;Gekkota;lizard;Out
Sphaerodactylus_molei;Gekkota;lizard;Out
Sphaerodactylus_monensis;Gekkota;lizard;Out
Sphaerodactylus_nicholsi;Gekkota;lizard;Out
Sphaerodactylus_nigropunctatus;Gekkota;lizard;Out
Sphaerodactylus_notatus;Gekkota;lizard;Out
Sphaerodactylus_ocoae;Gekkota;lizard;Out
Sphaerodactylus_oliveri;Gekkota;lizard;Out
Sphaerodactylus_parvus;Gekkota;lizard;Out
Sphaerodactylus_poindexteri;Gekkota;lizard;Out
Sphaerodactylus_ramsdeni;Gekkota;lizard;Out
Sphaerodactylus_richardi;Gekkota;lizard;Out
Sphaerodactylus_richardsonii;Gekkota;lizard;Out
Sphaerodactylus_roosevelti;Gekkota;lizard;Out
Sphaerodactylus_rosaurae;Gekkota;lizard;Out
Sphaerodactylus_sabanus;Gekkota;lizard;Out
Sphaerodactylus_schwartzi;Gekkota;lizard;Out
Sphaerodactylus_semasiops;Gekkota;lizard;Out
Sphaerodactylus_shrevei;Gekkota;lizard;Out
Sphaerodactylus_sputator;Gekkota;lizard;Out
Sphaerodactylus_thompsoni;Gekkota;lizard;Out
Sphaerodactylus_torrei;Gekkota;lizard;Out
Sphaerodactylus_townsendi;Gekkota;lizard;Out
Sphaerodactylus_vincenti;Gekkota;lizard;Out
Sphenodon_punctatus;Rhynchocephalia;Rhynchocephalia;Out
Sphenomorphus_acutus;Scincoidea;lizard;Out
Sphenomorphus_apalpebratus;Scincoidea;lizard;Out
Sphenomorphus_buenloicus;Scincoidea;lizard;Out
Sphenomorphus_concinnatus;Scincoidea;lizard;Out
Sphenomorphus_cranei;Scincoidea;lizard;Out
Sphenomorphus_cyanolaemus;Scincoidea;lizard;Out
Sphenomorphus_diwata;Scincoidea;lizard;Out
Sphenomorphus_fasciatus;Scincoidea;lizard;Out
Sphenomorphus_incognitus;Scincoidea;lizard;Out
Sphenomorphus_indicus;Scincoidea;lizard;Out
Sphenomorphus_jobiensis;Scincoidea;lizard;Out
Sphenomorphus_leptofasciatus;Scincoidea;lizard;Out
Sphenomorphus_maculatus;Scincoidea;lizard;Out
Sphenomorphus_maindroni;Scincoidea;lizard;Out
Sphenomorphus_melanopogon;Scincoidea;lizard;Out
Sphenomorphus_muelleri;Scincoidea;lizard;Out
Sphenomorphus_multisquamatus;Scincoidea;lizard;Out
Sphenomorphus_praesignis;Scincoidea;lizard;Out
Sphenomorphus_sabanus;Scincoidea;lizard;Out
Sphenomorphus_sarasinorum;Scincoidea;lizard;Out
Sphenomorphus_scutatus;Scincoidea;lizard;Out
Sphenomorphus_simus;Scincoidea;lizard;Out
Sphenomorphus_solomonis;Scincoidea;lizard;Out
Sphenomorphus_stellatus;Scincoidea;lizard;Out
Sphenomorphus_tonkinensis;Scincoidea;lizard;Out
Sphenomorphus_variegatus;Scincoidea;lizard;Out
Spilotes_pullatus;Serpentes;snake;Out
Spilotes_sulphureus;Serpentes;snake;Out
Spondylurus_caicosae;Scincoidea;lizard;Out
Spondylurus_culebrae;Scincoidea;lizard;Out
Spondylurus_fulgidus;Scincoidea;lizard;Out
Spondylurus_lineolatus;Scincoidea;lizard;Out
Spondylurus_macleani;Scincoidea;lizard;Out
Spondylurus_monitae;Scincoidea;lizard;Out
Spondylurus_powelli;Scincoidea;lizard;Out
Spondylurus_semitaeniatus;Scincoidea;lizard;Out
Spondylurus_sloanii;Scincoidea;lizard;Out
Stegonotus_batjanensis;Serpentes;snake;Out
Stellagama_stellio;Iguania;lizard;Saharab
Stenocercus_angel;Iguania;lizard;Out
Stenocercus_angulifer;Iguania;lizard;Out
Stenocercus_apurimacus;Iguania;lizard;Out
Stenocercus_azureus;Iguania;lizard;Out
Stenocercus_boettgeri;Iguania;lizard;Out
Stenocercus_caducus;Iguania;lizard;Out
Stenocercus_chota;Iguania;lizard;Out
Stenocercus_chrysopygus;Iguania;lizard;Atacama
Stenocercus_crassicaudatus;Iguania;lizard;Out
Stenocercus_cupreus;Iguania;lizard;Out
Stenocercus_doellojuradoi;Iguania;lizard;Out
Stenocercus_empetrus;Iguania;lizard;Out
Stenocercus_eunetopsis;Iguania;lizard;Out
Stenocercus_festae;Iguania;lizard;Out
Stenocercus_formosus;Iguania;lizard;Out
Stenocercus_guentheri;Iguania;lizard;Out
Stenocercus_humeralis;Iguania;lizard;Out
Stenocercus_imitator;Iguania;lizard;Out
Stenocercus_iridescens;Iguania;lizard;Out
Stenocercus_latebrosus;Iguania;lizard;Atacama
Stenocercus_limitaris;Iguania;lizard;Out
Stenocercus_marmoratus;Iguania;lizard;Out
Stenocercus_melanopygus;Iguania;lizard;Out
Stenocercus_ochoai;Iguania;lizard;Out
Stenocercus_orientalis;Iguania;lizard;Out
Stenocercus_ornatissimus;Iguania;lizard;Atacama
Stenocercus_ornatus;Iguania;lizard;Out
Stenocercus_percultus;Iguania;lizard;Out
Stenocercus_puyango;Iguania;lizard;Out
Stenocercus_rhodomelas;Iguania;lizard;Out
Stenocercus_roseiventris;Iguania;lizard;Out
Stenocercus_scapularis;Iguania;lizard;Out
Stenocercus_stigmosus;Iguania;lizard;Out
Stenocercus_torquatus;Iguania;lizard;Out
Stenocercus_varius;Iguania;lizard;Out
Stenodactylus_affinis;Gekkota;lizard;Persian
Stenodactylus_arabicus;Gekkota;lizard;Saharab
Stenodactylus_doriae;Gekkota;lizard;Saharab
Stenodactylus_grandiceps;Gekkota;lizard;Saharab
Stenodactylus_leptocosymbotes;Gekkota;lizard;Saharab
Stenodactylus_mauritanicus;Gekkota;lizard;Saharab
Stenodactylus_petrii;Gekkota;lizard;Saharab
Stenodactylus_pulcher;Gekkota;lizard;Saharab
Stenodactylus_sharqiyahensis;Gekkota;lizard;Out
Stenodactylus_slevini;Gekkota;lizard;Saharab
Stenodactylus_stenurus;Gekkota;lizard;Saharab
Stenodactylus_sthenodactylus;Gekkota;lizard;Saharab
Stenodactylus_yemenensis;Gekkota;lizard;Saharab
Stenolepis_ridleyi;Lacertoidea;lizard;Out
Stenorrhina_freminvillei;Serpentes;snake;Out
Stichophanes_ningshaanensis;Serpentes;snake;Out
Stoliczkia_borneensis;Serpentes;snake;Out
Storeria_dekayi;Serpentes;snake;Out
Storeria_occipitomaculata;Serpentes;snake;Out
Storeria_storerioides;Serpentes;snake;Out
Strobilurus_torquatus;Iguania;lizard;Out
Strophurus_assimilis;Gekkota;lizard;Australian
Strophurus_ciliaris;Gekkota;lizard;Australian
Strophurus_elderi;Gekkota;lizard;Australian
Strophurus_horneri;Gekkota;lizard;Out
Strophurus_intermedius;Gekkota;lizard;Australian
Strophurus_jeanae;Gekkota;lizard;Australian
Strophurus_krisalys;Gekkota;lizard;Out
Strophurus_mcmillani;Gekkota;lizard;Out
Strophurus_rankini;Gekkota;lizard;Australian
Strophurus_robinsoni;Gekkota;lizard;Out
Strophurus_spinigerus;Gekkota;lizard;Out
Strophurus_strophurus;Gekkota;lizard;Australian
Strophurus_taeniatus;Gekkota;lizard;Out
Strophurus_taenicauda;Gekkota;lizard;Out
Strophurus_wellingtonae;Gekkota;lizard;Australian
Strophurus_williamsi;Gekkota;lizard;Out
Subsessor_bocourti;Serpentes;snake;Out
Suta_fasciata;Serpentes;snake;Australian
Suta_suta;Serpentes;snake;Australian
Symphimus_leucostomus;Serpentes;snake;Out
Sympholis_lippiens;Serpentes;snake;Out
Synophis_bicolor;Serpentes;snake;Out
Synophis_calamitus;Serpentes;snake;Out
Tachymenis_peruviana;Serpentes;snake;Atacama
Taeniophallus_affinis;Serpentes;snake;Out
Taeniophallus_brevirostris;Serpentes;snake;Out
Taeniophallus_nicagus;Serpentes;snake;Out
Takydromus_amurensis;Lacertoidea;lizard;Out
Takydromus_dorsalis;Lacertoidea;lizard;Out
Takydromus_formosanus;Lacertoidea;lizard;Out
Takydromus_hsuehshanensis;Lacertoidea;lizard;Out
Takydromus_intermedius;Lacertoidea;lizard;Out
Takydromus_kuehnei;Lacertoidea;lizard;Out
Takydromus_luyeanus;Lacertoidea;lizard;Out
Takydromus_sauteri;Lacertoidea;lizard;Out
Takydromus_septentrionalis;Lacertoidea;lizard;Out
Takydromus_sexlineatus;Lacertoidea;lizard;Out
Takydromus_smaragdinus;Lacertoidea;lizard;Out
Takydromus_stejnegeri;Lacertoidea;lizard;Out
Takydromus_sylvaticus;Lacertoidea;lizard;Out
Takydromus_tachydromoides;Lacertoidea;lizard;Out
Takydromus_toyamai;Lacertoidea;lizard;Out
Takydromus_viridipunctatus;Lacertoidea;lizard;Out
Takydromus_wolteri;Lacertoidea;lizard;Out
Tantalophis_discolor;Serpentes;snake;Out
Tantilla_armillata;Serpentes;snake;Out
Tantilla_coronata;Serpentes;snake;Out
Tantilla_gracilis;Serpentes;snake;Out
Tantilla_hobartsmithi;Serpentes;snake;American
Tantilla_impensa;Serpentes;snake;Out
Tantilla_nigriceps;Serpentes;snake;American
Tantilla_planiceps;Serpentes;snake;American
Tantilla_relicta;Serpentes;snake;Out
Tantilla_vermiformis;Serpentes;snake;Out
Tarentola_americana;Gekkota;lizard;Out
Tarentola_angustimentalis;Gekkota;lizard;Out
Tarentola_annularis;Gekkota;lizard;Saharab
Tarentola_boavistensis;Gekkota;lizard;Out
Tarentola_bocagei;Gekkota;lizard;Out
Tarentola_boehmei;Gekkota;lizard;Saharab
Tarentola_boettgeri;Gekkota;lizard;Out
Tarentola_caboverdiana;Gekkota;lizard;Out
Tarentola_chazaliae;Gekkota;lizard;Saharab
